timestamp;image_file;response
240328110228;malsha_iv\Revere_S13\1613121174229391616_1613121174257004000.png;no
240328110231;malsha_iv\Revere_S13\1613121174429010176_1613121174433756000.png;no
240328110235;malsha_iv\Revere_S13\1613121176827061504_1613121176790559000.png;yes
240328110239;malsha_iv\Revere_S13\1613121177727235840_1613121177733099000.png;yes
240328110242;malsha_iv\Revere_S13\1613121178726987776_1613121178734866000.png;no
240328110251;malsha_iv\Revere_S13\1613121175628243968_1613121175612162000.png;yes
240328110256;malsha_iv\Revere_S13\1613121173429442560_1613121173432194000.png;yes
240328110300;malsha_iv\Revere_S13\1613121177427945728_1613121177438527000.png;yes
240328110307;malsha_iv\Revere_S13\1613121178426614784_1613121178381297000.png;no
240328110317;malsha_iv\Revere_S13\1613121175128667392_1613121175081865000.png;no
240328110321;malsha_iv\Revere_S13\1613121176927123968_1613121176967299000.png;yes
240328110329;malsha_iv\Revere_S13\1613121175528434432_1613121175553241000.png;yes
240328110332;malsha_iv\Revere_S13\1613121174828685056_1613121174787256000.png;no
240328110336;malsha_iv\Revere_S13\1613121176627719424_1613121176672714000.png;yes
240328110340;malsha_iv\Revere_S13\1613121178626878720_1613121178675936000.png;no
240328110345;malsha_iv\Revere_S15\1615998107107708416_1615998107101633000.png;no
240328110356;malsha_iv\Revere_S15\1615998106707780096_1615998106689221000.png;yes
240328110408;malsha_iv\Revere_S15\1615998106907721216_1615998106924895000.png;yes
240328110412;malsha_iv\Revere_S15\1615998106308358400_1615998106276822000.png;yes
240328110415;malsha_iv\Revere_S15\1615998106408190464_1615998106453576000.png;yes
240328110420;malsha_iv\Revere_S15\1615998106707780096_1615998106748144000.png;yes
240328110425;malsha_iv\Revere_S15\1615998106508022784_1615998106512487000.png;yes
240328110428;malsha_iv\Revere_S4\1612970446039254272_1612970446019668000.png;no
240328110431;malsha_iv\Revere_S4\1612970444040393728_1612970444075637000.png;yes
240328110435;malsha_iv\Revere_S4\1612970445739917312_1612970445725110000.png;no
240328110449;malsha_iv\Revere_S4\1612970444240266240_1612970444193463000.png;yes
240328110459;malsha_iv\Revere_S4\1612970444540684544_1612970444546925000.png;yes
240328110506;malsha_iv\Revere_S4\1612970444440506880_1612970444429109000.png;yes
240328110511;malsha_iv\Revere_S4\1612970444240266240_1612970444252377000.png;yes
240328110515;malsha_iv\Revere_S4\1612970444040393728_1612970444016723000.png;yes
240328110518;malsha_iv\Revere_S4\1612970444740718336_1612970444782557000.png;no
240328110522;malsha_iv\Revere_S5\1612971641514989056_1612971641548984000.png;yes
240328110533;malsha_iv\Revere_S5\1612971642212986880_1612971642197494000.png;yes
240328110538;malsha_iv\Revere_S5\1612971642512137984_1612971642492271000.png;yes
240328110544;malsha_iv\Revere_S5\1612971641913881088_1612971641902717000.png;yes
240328110549;malsha_iv\Revere_S5\1612971641614753024_1612971641607940000.png;yes
240328110553;malsha_iv\Revere_S5\1612971641814164224_1612971641784806000.png;yes
240328110558;malsha_iv\Revere_S5\1612971640816300544_1612971640783066000.png;yes
240328110602;malsha_iv\Revere_S3\1612970345889618688_1612970345866907000.png;yes
240328110609;malsha_iv\Revere_S3\1612970348686308864_1612970348694748000.png;yes
240328110613;malsha_iv\Revere_S3\1612970347887488256_1612970347869961000.png;yes
240328110616;malsha_iv\Revere_S3\1612970349086192128_1612970349048229000.png;yes
240328110619;malsha_iv\Revere_S3\1612970348386834432_1612970348400182000.png;yes
240328110622;malsha_iv\Revere_S3\1612970349585883904_1612970349578449000.png;yes
240328110625;malsha_iv\Revere_S3\1612970347288309760_1612970347280828000.png;yes
240328110629;malsha_iv\Revere_S3\1612970349386172672_1612970349342796000.png;yes
240328110632;malsha_iv\Revere_S3\1612970346788479744_1612970346750608000.png;yes
240328110636;malsha_iv\Revere_S3\1612970344591729152_1612970344629726000.png;no
240328110640;malsha_iv\Revere_S3\1612970349785594880_1612970349755189000.png;no
240328110645;malsha_iv\Revere_S3\1612970349885519104_1612970349873016000.png;no
240328110650;malsha_iv\Revere_S3\1612970347487951872_1612970347516481000.png;yes
240328110705;malsha_iv\Revere_S3\1612970349486051328_1612970349460622000.png;yes
240328110709;malsha_iv\Revere_S3\1612970346588722688_1612970346632781000.png;yes
240328110716;malsha_iv\Revere_S3\1612970348287024896_1612970348282355000.png;yes
240328110720;malsha_iv\Revere_S3\1612970346189186048_1612970346220388000.png;yes
240328110723;malsha_iv\Revere_S3\1612970349885519104_1612970349931929000.png;no
240328110727;malsha_iv\Revere_S3\1612970349785594880_1612970349814103000.png;no
240328110731;malsha_iv\Revere_S3\1612970348886203392_1612970348930402000.png;yes
